Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
New real estate project - Houses for sale,Ivo Cornelisstraat 48,"€ 368,000",3 bedrooms | 155 m² ,3 bedrooms,No,USA hyper equipped,Good,903 m² ,No
House for sale,Avenue Leon Grosjean 23,"€ 369,000",3 bedrooms | 176 m² ,3 bedrooms,No,Semi equipped,To renovate,88 m² ,No
House for sale,Rue de Recogne 30,"€ 369,000",6 bedrooms | 300 m² ,6 bedrooms,No,Not installed,Good,2200 m² ,No
Chapelle Sainte-Anne,Rue Chapelle Sainte Anne,"€ 371,000",3 bedrooms | 172 m² ,3 bedrooms,No,Not installed,Good,2200 m² ,No
Exceptional property for sale,1050 — Ixelles,"€ 2,750",6 bedrooms | 668 m² ,6 bedrooms,No,Hyper equipped,As new,500 m² ,No
House for sale,1050 — Ixelles,"€ 570,000",5 bedrooms | 185 m² ,5 bedrooms,No,Installed,To be done up,500 m² ,No
Apartment for sale,Markt 132 Box 4,"€ 215,000",2 bedrooms | 89 m² ,2 bedrooms,No,Installed,Just renovated,500 m² ,No
Apartment for sale,Rue des Colombières 12 Box 21,"€ 264,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,500 m² ,No
Apartment for sale,Rue Julien d'Andrimont 3,"€ 165,000",2 bedrooms | 85 m² ,2 bedrooms,No,Installed,Good,500 m² ,No
House for sale,Visé Voie 560,"€ 235,000",4 bedrooms,4 bedrooms,No,Semi equipped,To be done up,500 m² ,No
Apartment for sale,Weerstandlaan 40 Box 2,"€ 237,000",2 bedrooms | 123 m² ,2 bedrooms,No,Hyper equipped,Just renovated,500 m² ,No
House for sale,Limburgstraat 112,"€ 299,000",6 bedrooms | 216 m² ,6 bedrooms,No,Semi equipped,Good,500 m² ,No
House for sale,Rue Alphonse Demunter 1,"€ 375,000",4 bedrooms | 150 m² ,4 bedrooms,No,Not installed,To renovate,500 m² ,No
House for sale,Rue Longue 277,"€ 375,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,To be done up,50 m² ,No
Villa for sale,IJsmolenstraat 10 Box B,"€ 375,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,Good,1160 m² ,No
House for sale,Rue Lucien Goossens 22,"€ 379,000",5 bedrooms | 150 m² ,5 bedrooms,No,Semi equipped,Good,130 m² ,No
Woningen Meerlaarstraat,Meerlaarstraat 135,"€ 383,850",2 bedrooms | 209 m² ,2 bedrooms,No,Semi equipped,Good,130 m² ,No
Mixed-use building for sale,Hendrik I Lei 14,"€ 385,000",4 bedrooms | 200 m² ,4 bedrooms,No,USA semi equipped,Good,130 m² ,No
Villa for sale,Rue des Heros 46,"€ 385,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,As new,1000 m² ,Yes
New real estate project - Houses for sale,Hélène Maréchalhof 9,"€ 388,000",3 bedrooms | 144 m² ,3 bedrooms,No,Installed,As new,1000 m² ,Yes
Woningen Heieinde,Heieinde,"€ 388,850",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,As new,1000 m² ,Yes
EKSTERVELD,Eksterstraat 1,"€ 391,200",3 bedrooms | 144 m² ,3 bedrooms,No,Installed,As new,1000 m² ,Yes
House for sale,Rue Victor Rousseau 16,"€ 395,000",4 bedrooms | 380 m² ,4 bedrooms,No,Hyper equipped,Good,2955 m² ,Yes
House for sale,Rue Louis Delhove 2,"€ 398,450",2 bedrooms | 200 m² ,2 bedrooms,No,USA installed,As new,2955 m² ,No
House for sale,Avenue de l'Equinoxe 3,"€ 399,000",3 bedrooms | 137 m² ,3 bedrooms,No,Not installed,To renovate,20 m² ,No
Villa for sale,Avenue de la Meute 38,"€ 399,000",3 bedrooms | 109 m² ,3 bedrooms,No,Installed,As new,575 m² ,No
Villa for sale,Chemin de la Julienne 22,"€ 399,000",3 bedrooms | 175 m² ,3 bedrooms,Yes,Installed,As new,420 m² ,No
House for sale,Rue Tilmont 91,"€ 400,000",5 bedrooms | 200 m² ,5 bedrooms,No,Installed,Good,420 m² ,No
Grensstraat - BEN woningen,Grensstraat 42-44,"€ 417,930",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,Good,420 m² ,No
Villa for sale,Voie des Fosses 99,"€ 419,000",4 bedrooms | 200 m² ,4 bedrooms,No,USA hyper equipped,As new,2500 m² ,No
5 woningen - Residentie De Winghe,Leuvensesteenweg 156,"€ 425,000",3 bedrooms | 242 - 265 m² ,3 bedrooms,No,USA hyper equipped,As new,2500 m² ,No
House for sale,Rue Maurice Albert Raskin 23,"€ 430,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,To be done up,135 m² ,No
Vloeiende - nieuwbouwwoningen,Vloeiende 5,"€ 434,000",4 bedrooms | 266 m² ,4 bedrooms,No,Installed,To be done up,135 m² ,No
House for sale,Rue des Forges 41,"€ 438,000",3 bedrooms | 221 m² ,3 bedrooms,No,Installed,Good,1200 m² ,No
House for sale,Rue Vanderstichelen 81,"€ 449,000",4 bedrooms | 137 m² ,4 bedrooms,No,USA hyper equipped,As new,1200 m² ,No
Exceptional property for sale,Brouck a l'Abbaye 1,"€ 449,000",5 bedrooms | 277 m² ,5 bedrooms,No,USA hyper equipped,As new,228 m² ,No
House for sale,Rue du Tilleul 69,"€ 450,000",4 bedrooms | 160 m² ,4 bedrooms,No,USA hyper equipped,Just renovated,58 m² ,No
Villa for sale,Rue Defliere 16,"€ 450,000",2 bedrooms | 460 m² ,2 bedrooms,No,Hyper equipped,Good,400 m² ,No
House for sale,Fosselstraat 38b Box b,"€ 470,000",3 bedrooms | 283 m² ,3 bedrooms,No,Installed,As new,80 m² ,No
Town-house for sale,Rue des Combattants 7,"€ 475,000",3 bedrooms | 148 m² ,3 bedrooms,No,Hyper equipped,As new,15 m² ,No
Villa for sale,Rue du Rouge Cloitre 83,"€ 480,000",3 bedrooms | 150 m² ,3 bedrooms,No,Semi equipped,To renovate,700 m² ,No
House for sale,Clos de Bérine 39,"€ 480,000",4 bedrooms | 154 m² ,4 bedrooms,No,Semi equipped,Good,600 m² ,No
Exceptional property for sale,1050 — Ixelles,"€ 2,750",6 bedrooms | 668 m² ,6 bedrooms,No,Hyper equipped,As new,500 m² ,No
House for sale,1050 — Ixelles,"€ 570,000",5 bedrooms | 185 m² ,5 bedrooms,No,Installed,To be done up,500 m² ,No
Apartment for sale,Markt 132 Box 4,"€ 215,000",2 bedrooms | 89 m² ,2 bedrooms,No,Installed,Just renovated,500 m² ,No
Apartment for sale,Rue des Colombières 12 Box 21,"€ 264,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,500 m² ,No
Apartment for sale,Rue Julien d'Andrimont 3,"€ 165,000",2 bedrooms | 85 m² ,2 bedrooms,No,Installed,Good,500 m² ,No
House for sale,Visé Voie 560,"€ 235,000",4 bedrooms,4 bedrooms,No,Semi equipped,To be done up,500 m² ,No
Apartment for sale,Weerstandlaan 40 Box 2,"€ 237,000",2 bedrooms | 123 m² ,2 bedrooms,No,Hyper equipped,Just renovated,500 m² ,No
House for sale,Limburgstraat 112,"€ 299,000",6 bedrooms | 216 m² ,6 bedrooms,No,Semi equipped,Good,500 m² ,No
Dockside Gardens woningen,Doornzelestraat 23-31,"€ 483,000",2 - 3 bedrooms | 119 - 152 m² ,2 - 3 bedrooms,No,Semi equipped,Good,500 m² ,No
Pré à la Planche Lots 7 à 15,7181 — PETIT-ROEULX-LEZ-NIVELLES,"€ 488,051",4 bedrooms | 167 - 221 m² ,4 bedrooms,No,Semi equipped,Good,500 m² ,No
House for sale,Rue de Viville 105,"€ 490,000",3 bedrooms | 178 m² ,3 bedrooms,No,Installed,Good,758 m² ,No
WONINGEN I,TONDELIERLAAN 14,"€ 495,000",3 - 4 bedrooms | 171 - 1665 m² ,3 - 4 bedrooms,No,Installed,Good,758 m² ,No
House for sale,Brusselstraat 420,"€ 498,850",6 bedrooms | 275 m² ,6 bedrooms,No,Installed,As new,400 m² ,No
De Confiserie - gebouw H,Lange Leemstraat 374,"€ 499,000",3 bedrooms | 146 m² ,3 bedrooms,No,Installed,As new,400 m² ,No
The Revelation,Haachtse straatje,"€ 499,000",4 - 5 bedrooms | 190 - 268 m² ,4 - 5 bedrooms,No,Installed,As new,400 m² ,No
House for sale,Rue de la Tulipe 54,"€ 500,000",3 bedrooms | 210 m² ,3 bedrooms,No,Not installed,To renovate,400 m² ,No
House for sale,Potgieter 16,"€ 510,000",3 bedrooms | 170 m² ,3 bedrooms,No,Hyper equipped,As new,337 m² ,No
Villa for sale,Avenue du Parc 93,"€ 515,000",3 bedrooms | 130 m² ,3 bedrooms,No,Semi equipped,To renovate,650 m² ,No
Sluisstraat,Sluisstraat,"€ 538,071",2 - 3 bedrooms | 125 - 144 m² ,2 - 3 bedrooms,No,Semi equipped,To renovate,650 m² ,No
House for sale,Avenue des Pagodes 415,"€ 539,000",6 bedrooms | 390 m² ,6 bedrooms,Yes,Installed,To renovate,346 m² ,No
House for sale,Boomkwekerijstraat 157-159,"€ 550,000",5 bedrooms | 315 m² ,5 bedrooms,No,USA hyper equipped,As new,450 m² ,No
House for sale,Kerkstraat 42,"€ 550,000",5 bedrooms | 270 m² ,5 bedrooms,No,USA installed,Good,900 m² ,No
Apartment block for sale,Avenue Charles Quint 90,"€ 560,000",4 bedrooms | 290 m² ,4 bedrooms,No,Installed,Good,70 m² ,No
House for sale,Rue Mont des chèvres 308,"€ 579,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,Good,70 m² ,No
'Eglegem Sunset',Bergenstraat 55,"€ 580,953",4 bedrooms | 197 - 234 m² ,4 bedrooms,No,Installed,Good,70 m² ,No
Town-house for sale,Rue de Laubespin 25,"€ 585,000",4 bedrooms | 255 m² ,4 bedrooms,No,Hyper equipped,To be done up,65 m² ,No
Town-house for sale,Rue de Laubespin 25,"€ 585,000",4 bedrooms | 255 m² ,4 bedrooms,No,Hyper equipped,To be done up,65 m² ,No
House for sale,Rue Guillaume Kennis 10 Box 1,"€ 590,000",5 bedrooms | 256 m² ,5 bedrooms,No,USA hyper equipped,As new,65 m² ,No
House for sale,Avenue du Fusain 68,"€ 595,000",4 bedrooms | 233 m² ,4 bedrooms,No,Installed,To be done up,157 m² ,No
New real estate project - Houses for sale,Neerhoflaan 9,"€ 595,000",3 bedrooms | 141 - 165 m² ,3 bedrooms,No,Installed,To be done up,157 m² ,No
New real estate project - Houses for sale,Brusselsesteenweg 552,"€ 595,000",4 bedrooms | 189 m² ,4 bedrooms,No,Installed,To be done up,157 m² ,No
Nijven 27 Oppuurs,Nijven 27,"€ 595,000",3 bedrooms | 165 m² ,3 bedrooms,No,Installed,To be done up,157 m² ,No
Bottelarij,Bottelarij,"€ 669,300",4 - 5 bedrooms | 208 - 340 m² ,4 - 5 bedrooms,No,Installed,To be done up,157 m² ,No
House for sale,La Roubenne 2,"€ 670,000",3 bedrooms | 207 m² ,3 bedrooms,No,Hyper equipped,Good,2700 m² ,No
House for sale,Rue Theodore De Cuyper 311,"€ 675,000",3 bedrooms | 145 m² ,3 bedrooms,No,Semi equipped,Good,238 m² ,No
House for sale,avenue Jean de Bologne 20,"€ 690,000",5 bedrooms | 283 m² ,5 bedrooms,No,Semi equipped,To renovate,650 m² ,No
Apartment block for sale,Rue Louis Thys 56,"€ 695,000",4 bedrooms | 270 m² ,4 bedrooms,No,Not installed,Good,650 m² ,No
House for sale,Rue Hugo Verriest 38,"€ 695,000",5 bedrooms | 287 m² ,5 bedrooms,No,Hyper equipped,As new,510 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Hyper equipped,As new,510 m² ,Yes
Apartment for sale,Papenstraat 25 Box 0.2,"€ 225,000",2 bedrooms | 90 m² ,2 bedrooms,No,Installed,As new,510 m² ,Yes
House for sale,1050 — Ixelles,"€ 570,000",5 bedrooms | 185 m² ,5 bedrooms,No,Installed,To be done up,510 m² ,Yes
Apartment for sale,Markt 132 Box 4,"€ 215,000",2 bedrooms | 89 m² ,2 bedrooms,No,Installed,Just renovated,510 m² ,Yes
Apartment for sale,Rue des Colombières 12 Box 21,"€ 264,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,510 m² ,Yes
Apartment for sale,Rue Julien d'Andrimont 3,"€ 165,000",2 bedrooms | 85 m² ,2 bedrooms,No,Installed,Good,510 m² ,Yes
House for sale,Visé Voie 560,"€ 235,000",4 bedrooms,4 bedrooms,No,Semi equipped,To be done up,510 m² ,Yes
Apartment for sale,Weerstandlaan 40 Box 2,"€ 237,000",2 bedrooms | 123 m² ,2 bedrooms,No,Hyper equipped,Just renovated,510 m² ,Yes
House for sale,Chaussée de Mons 65,"€ 699,000",6 bedrooms | 370 m² ,6 bedrooms,No,Hyper equipped,To renovate,80 m² ,Yes
"""Moulin Blanc"" Villas",Rue de Stalle 24,"€ 707,645",3 bedrooms | 154 m² ,3 bedrooms,No,Hyper equipped,To renovate,80 m² ,Yes
MOULIN BLANC,Rue de Stalle 40,"€ 707,645",3 bedrooms | 155 m² ,3 bedrooms,No,Hyper equipped,To renovate,80 m² ,Yes
Apartment block for sale,Avenue Josse Goffin 105,"€ 720,000",10 bedrooms | 435 m² ,10 bedrooms,No,Hyper equipped,To renovate,30 m² ,No
House for sale,Dreve Pittoresque 38,"€ 730,000",5 bedrooms | 238 m² ,5 bedrooms,No,Installed,Good,600 m² ,No
House for sale,Avenue de Grunne 144,"€ 730,000",4 bedrooms | 175 m² ,4 bedrooms,No,Hyper equipped,As new,200 m² ,No
Mixed-use building for sale,De Selliers de Moranvillelaan 30,"€ 759,000",6 bedrooms | 452 m² ,6 bedrooms,No,Hyper equipped,Good,200 m² ,No
Villa for sale,Lostraat 88,"€ 845,000",4 bedrooms | 312 m² ,4 bedrooms,No,Hyper equipped,As new,200 m² ,No
House for sale,Rue du Parge 30,"€ 845,000",5 bedrooms | 381 m² ,5 bedrooms,Yes,Installed,Good,13000 m² ,No
"""Clos du verger""",Chaussee de Bruxelles 628,"€ 850,000",4 bedrooms | 261 m² ,4 bedrooms,Yes,Installed,Good,13000 m² ,No
Villa for sale,Rue Mathy 20,"€ 949,000",5 bedrooms | 300 m² ,5 bedrooms,No,Installed,Good,12753 m² ,No
Villa for sale,Versailles .,"€ 980,000",5 bedrooms | 320 m² ,5 bedrooms,No,Hyper equipped,As new,12753 m² ,No
House for sale,Avenue du Castel 50,"€ 1,060",5 bedrooms | 305 m² ,5 bedrooms,No,Hyper equipped,As new,120 m² ,No
House for sale,Rue Baschamps 23 Box ABCDEFGH,"€ 1,250",17 bedrooms | 680 m² ,17 bedrooms,No,Installed,As new,120 m² ,No
Mixed-use building for sale,Avenue Georges Henri 373,"€ 1,350",5 bedrooms | 380 m² ,5 bedrooms,No,Hyper equipped,Just renovated,120 m² ,No
House for sale,Avenue Franklin Roosevelt 214A,"€ 1,375",6 bedrooms | 427 m² ,6 bedrooms,No,Hyper equipped,As new,300 m² ,No
Apartment block for sale,Rue d'Andrimont 143,"€ 3,699",94 bedrooms | 3189 m² ,94 bedrooms,No,Installed,Good,778 m² ,No
House for sale,Wideumont Village 160,"€ 370,000",7 bedrooms | 175 m² ,7 bedrooms,No,Semi equipped,To be done up,778 m² ,No
House for sale,Rue du Val-Notre-Dame 358,"€ 129,500",2 bedrooms | 75 m² ,2 bedrooms,No,Semi equipped,To renovate,778 m² ,No
House for sale,Drieborrebeekstraat 17,"€ 285,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,778 m² ,No
House for sale,Rue Jules Destrée 20,"€ 320,000",5 bedrooms | 144 m² ,5 bedrooms,No,Installed,As new,170 m² ,No
House for sale,Verijck 102,"€ 449,000",3 bedrooms | 181 m² ,3 bedrooms,No,Hyper equipped,To be done up,210 m² ,No
Apartment block for sale,Statieplein 20,"€ 1,785",13 bedrooms | 1050 m² ,13 bedrooms,No,Hyper equipped,As new,210 m² ,No
House for sale,Puistraat 14,"€ 297,500",2 bedrooms | 88 m² ,2 bedrooms,No,USA installed,Good,205 m² ,No
House for sale,Rue du Centre 20C,"€ 295,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,As new,205 m² ,No
House for sale,Steenstraat 187,"€ 339,000",3 bedrooms | 166 m² ,3 bedrooms,No,Semi equipped,To renovate,46 m² ,No
House for sale,Neerstraat 30,"€ 995,000",11 bedrooms | 435 m² ,11 bedrooms,No,Installed,Good,46 m² ,No
Mixed-use building for sale,Neerstraat 30,"€ 995,000",11 bedrooms | 435 m² ,11 bedrooms,No,Installed,Good,46 m² ,No
House for sale,Rue de Tournai 133,"€ 210,000",4 bedrooms | 145 m² ,4 bedrooms,No,Installed,Good,46 m² ,No
House for sale,Hoogstraat 12,"€ 319,000",4 bedrooms | 240 m² ,4 bedrooms,No,Installed,To be done up,100 m² ,No
House for sale,Heikant 24,"€ 489,000",5 bedrooms | 306 m² ,5 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Rue Bovendael 44,"€ 549,000",3 bedrooms | 138 m² ,3 bedrooms,No,Installed,Good,1000 m² ,Yes
House for sale,Rue Solovaz,"€ 165,239",2 bedrooms | 107 m² ,2 bedrooms,No,Installed,As new,150 m² ,Yes
House for sale,Rue du Ruisseau 40,"€ 249,000",4 bedrooms | 173 m² ,4 bedrooms,No,Semi equipped,To be done up,1200 m² ,Yes
House for sale,Dreve Pittoresque 4,"€ 725,000",4 bedrooms | 190 m² ,4 bedrooms,No,USA installed,Good,1200 m² ,No
Apartment block for sale,Chaussee d'Alsemberg 68/70,"€ 950,000",11 bedrooms | 400 m² ,11 bedrooms,No,Not installed,To renovate,1200 m² ,No
House for sale,Rue &#201;mile Tilman 6,"€ 179,000",4 bedrooms | 126 m² ,4 bedrooms,No,Not installed,Good,100 m² ,No
House for sale,Den Bremt 7,"€ 420,000",5 bedrooms | 154 m² ,5 bedrooms,No,Not installed,Good,100 m² ,No
House for sale,Scheldekouter 241,"€ 249,500",3 bedrooms | 120 m² ,3 bedrooms,No,Semi equipped,Good,100 m² ,No
House for sale,Uytdreve 6,"€ 425,000",3 bedrooms | 158 m² ,3 bedrooms,No,Installed,Good,100 m² ,No
House for sale,Sint-Ignatiusstraat 28,"€ 650,000",5 bedrooms | 347 m² ,5 bedrooms,No,Installed,Good,100 m² ,No
House for sale,"6+8 Büllinger Straße, Krinkelt","€ 297,000",7 bedrooms | 213 m² ,7 bedrooms,No,Not installed,Good,100 m² ,No
House for sale,Rue Baudouin Premier 10,"€ 224,000",4 bedrooms | 158 m² ,4 bedrooms,No,Installed,As new,138 m² ,No
House for sale,Doelaagstraat 12,"€ 390,000",3 bedrooms | 355 m² ,3 bedrooms,No,Hyper equipped,As new,80 m² ,No
House for sale,Rue La Brouck-Cite 130,"€ 129,000",3 bedrooms | 120 m² ,3 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,Rue Sainry 49,"€ 209,000",3 bedrooms | 146 m² ,3 bedrooms,No,Installed,Good,32 m² ,No
House for sale,Chaussee de Bastogne 7,"€ 239,000",4 bedrooms | 314 m² ,4 bedrooms,No,Not installed,To be done up,32 m² ,No
House for sale,Schijfstraat 61,"€ 345,000",3 bedrooms | 138 m² ,3 bedrooms,No,Hyper equipped,As new,10 m² ,No
House for sale,"Rue de l'Ourthe 1,/F","€ 259,000",3 bedrooms | 140 m² ,3 bedrooms,No,USA installed,As new,439 m² ,No
House for sale,Rue Tavalle 155,"€ 450,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,Good,470 m² ,No
Mansion for sale,Leopoldstraat 61B,"€ 595,000",4 bedrooms | 320 m² ,4 bedrooms,No,Installed,Good,470 m² ,No
House for sale,Zaventemseweg 41,"€ 495,000",3 bedrooms | 178 m² ,3 bedrooms,No,Hyper equipped,Good,300 m² ,No
Mansion for sale,Steenhouwersdijk 1,"€ 1,975",1 bedroom | 304 m² ,1 bedroom,No,Installed,As new,300 m² ,Yes
House for sale,Rue du Hangar 22,"€ 283,000",3 bedrooms | 141 m² ,3 bedrooms,No,Not installed,As new,300 m² ,Yes
House for sale,Rue de Lahaut 76,"€ 459,000",3 bedrooms | 281 m² ,3 bedrooms,No,USA hyper equipped,As new,3559 m² ,No
House for sale,Avenue de la Rochette 57,"€ 99,000",2 bedrooms | 80 m² ,2 bedrooms,No,Not installed,To renovate,3559 m² ,No
House for sale,Chaussee de Boondael 250,"€ 570,000",5 bedrooms | 185 m² ,5 bedrooms,No,Not installed,To be done up,3559 m² ,No
House for sale,De Schom 4,"€ 529,000",3 bedrooms | 279 m² ,3 bedrooms,No,Installed,Good,3559 m² ,No
Mixed-use building for sale,Nieuwstraat 6,"€ 1,350",3 bedrooms | 490 m² ,3 bedrooms,No,USA installed,To be done up,38 m² ,No
Quartier Champ Delvigne,1320 — Beauvechain,"€ 365,000",3 - 4 bedrooms | 150 - 224 m² ,3 - 4 bedrooms,No,USA installed,To be done up,38 m² ,No
House for sale,Vallée du Hoyoux 55,"€ 27,500",3 bedrooms | 270 m² ,3 bedrooms,No,Installed,Good,38 m² ,No
House for sale,Rue Jean Hubin 94,"€ 84,000",1 bedroom | 89 m² ,1 bedroom,Yes,Not installed,To renovate,125 m² ,No
House for sale,Avenue de la Rochette 55,"€ 89,000",2 bedrooms | 110 m² ,2 bedrooms,No,Not installed,To renovate,125 m² ,No
House for sale,Rue Navette 24,"€ 89,000",2 bedrooms | 100 m² ,2 bedrooms,No,Not installed,To renovate,125 m² ,No
House for sale,Ives-Sabin Maghermanlaan 32,"€ 105,000",2 bedrooms | 100 m² ,2 bedrooms,No,Semi equipped,To be done up,125 m² ,No
House for sale,Rue de Loen 15,"€ 119,500",3 bedrooms | 120 m² ,3 bedrooms,No,Semi equipped,To be done up,125 m² ,No
House for sale,Rue de Herve 114,"€ 129,000",2 bedrooms | 70 m² ,2 bedrooms,No,Installed,To be done up,125 m² ,No
House for sale,Rue Hya 19,"€ 134,000",2 bedrooms | 96 m² ,2 bedrooms,No,Not installed,To be done up,139 m² ,No
House for sale,Charles de Gaullestraat 8,"€ 137,500",2 bedrooms | 140 m² ,2 bedrooms,No,Semi equipped,To be done up,139 m² ,No
House for sale,Rue de la Tombe 103,"€ 140,000",2 bedrooms | 130 m² ,2 bedrooms,No,Semi equipped,Good,100 m² ,No
Apartment block for sale,Rue de la Tombe 103,"€ 140,000",2 bedrooms | 130 m² ,2 bedrooms,No,Semi equipped,Good,100 m² ,No
Mixed-use building for sale,Rue Large Voie 33,"€ 149,000",3 bedrooms | 134 m² ,3 bedrooms,No,Not installed,To be done up,61 m² ,No
House for sale,Rue Sainte-Ivette 59,"€ 165,000",2 bedrooms | 158 m² ,2 bedrooms,No,Not installed,To be done up,326 m² ,No
Apartment block for sale,Rue du Clerc 64,"€ 179,000",5 bedrooms | 175 m² ,5 bedrooms,No,Not installed,To be done up,160 m² ,No
House for sale,Rue de Bassily 1,"€ 179,500",4 bedrooms | 126 m² ,4 bedrooms,No,Not installed,To be done up,90 m² ,No
House for sale,Broekkantstraat 152,"€ 184,000",2 bedrooms | 78 m² ,2 bedrooms,No,Installed,Just renovated,90 m² ,No
House for sale,Rue Fica 17,"€ 189,000",3 bedrooms | 115 m² ,3 bedrooms,No,Semi equipped,To renovate,500 m² ,No
House for sale,Chaussée de Wavre 340,"€ 190,000",3 bedrooms | 120 m² ,3 bedrooms,No,Installed,Good,500 m² ,No
House for sale,Rue des Arcis 4,"€ 190,000",2 bedrooms | 75 m² ,2 bedrooms,No,Installed,As new,500 m² ,No
House for sale,Rue de France 34,"€ 199,000",2 bedrooms | 140 m² ,2 bedrooms,No,USA installed,Good,500 m² ,No
House for sale,Rue de Heuseux 13,"€ 209,000",2 bedrooms | 100 m² ,2 bedrooms,No,Not installed,To be done up,45 m² ,No
House for sale,Guinaumont 30,"€ 210,000",3 bedrooms | 170 m² ,3 bedrooms,No,Semi equipped,To renovate,45 m² ,No
Villa for sale,Allée des Ecureuils 14,"€ 215,000",2 bedrooms | 123 m² ,2 bedrooms,No,Semi equipped,To be done up,700 m² ,No
House for sale,Chaussée de Waremme 63,"€ 219,500",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,To be done up,700 m² ,No
House for sale,La Strale 265,"€ 220,000",3 bedrooms | 157 m² ,3 bedrooms,No,Installed,To renovate,700 m² ,No
House for sale,Neuve Voie 254,"€ 224,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,Just renovated,60 m² ,No
Town-house for sale,Rue de l'Aunaie 24,"€ 225,000",3 bedrooms | 189 m² ,3 bedrooms,No,Installed,To be done up,85 m² ,No
